Status;Life expectancy ;Adult Mortality;infant deaths;Alcohol;percentage expenditure;Hepatitis B;Measles ; BMI ;Year;=COEF.DE.CORREL(B2:B2721,C2:C2721);
Developing;76,1;138;0;0,01;2146,945741;94;7;58;2011;;
Developing;75,6;137;0;14,97;1802,017593;94;0;57,6;2010;;
Developing;74,9;156;0;15,04;1717,088711;95;0;57,1;2009;;
Developing;74,2;167;0;16,99;225,0723618;94;0;56,7;2008;;
Developing;73;189;0;17,87;1904,12469;95;1;56,3;2007;;
Developing;73;188;0;16,58;244,3510801;95;27;55,9;2006;;
Developing;72,8;189;0;15,52;153,5045263;95;2;55,5;2005;;
Developing;72,3;195;0;15,07;101,1201161;9;0;55,2;2004;;
Developing;71,9;199;0;11,64;132,7233922;;0;54,9;2003;;
Developing;71,2;211;0;11,48;7,806042825;;0;54,6;2002;;
Developing;78;225;0;0,01;88,62945822;;0;54,3;2001;;
Developing;78;218;0;0,01;5,34809451;;9;54;2000;;
Developing;64,2;234;140;0,01;89,95805845;77;12739;17,2;2014;;
Developing;63,7;237;145;1,86;8,313282039;72;5253;16,8;2013;;
Developing;63,3;241;150;1,84;86,82551124;69;4347;16,4;2012;;
Developing;62,6;249;156;1,32;67,77565369;65;3255;16;2011;;
Developing;61,8;261;162;1,34;67,73374413;62;4235;15,6;2010;;
Developing;68;274;169;1,17;53,77354001;56;1176;15,3;2009;;
Developing;59,8;289;177;1,13;38,55783268;52;3511;14,9;2008;;
Developing;58,5;39;186;1,06;30,46451811;47;1446;14,5;2007;;
Developing;57,2;328;196;1,22;22,18952246;;1451;14,2;2006;;
Developing;56;343;206;0,99;18,03753133;;357;13,8;2005;;
Developing;55;354;217;0,86;1,506962482;;73;13,5;2004;;
Developing;54;363;228;0,79;10,97201912;;228;13,2;2003;;
Developing;53,2;369;237;0,8;10,82452594;;3332;12,9;2002;;
Developing;52,5;372;246;0,85;1,186227577;;2366;12,6;2001;;
Developing;51,2;391;253;0,88;11,59481766;;1660;12,3;2000;;
Developing;69,7;19;0;0,01;50,539484;99;0;61,9;2014;;
Developing;69,6;192;0;0,01;460,6487805;99;0;61,1;2013;;
Developing;69,4;195;0;0,01;431,4854874;99;0;6,2;2012;;
Developing;69,2;197;0;0,01;401,7931045;99;0;59,5;2011;;
Developing;69,1;2;0;2,25;62,08343533;99;0;58,7;2010;;
Developing;68,9;23;0;2,31;60,65068446;99;1;58;2009;;
Developing;68,7;26;0;1,95;81,04656111;99;0;57,3;2008;;
Developing;68,6;29;0;2,09;5,889526221;99;0;56,6;2007;;
Developing;68,5;211;0;2,06;52,1241634;99;136;55,9;2006;;
Developing;68,3;214;0;2,02;64,39203443;99;0;55,1;2005;;
Developing;68,1;218;0;1,63;43,99452464;99;37;54,2;2004;;
Developing;68;22;0;1,76;253,8196705;99;305;53,2;2003;;
Developing;67,9;22;0;1,85;206,071686;99;304;52,2;2002;;
Developing;67,8;221;0;1,93;20,7119129;98;17;51,2;2001;;
Developing;67,7;221;0;2,05;31,25834616;98;0;5,2;2000;;
Developing;89;78;0;8,8;6164,455402;;0;61,7;2014;;
Developing;87;79;0;8,97;6115,496624;;2;61,4;2013;;
Developing;84;82;0;9,24;5889,012536;;0;61;2012;;
Developing;83;86;0;9,81;71,01620838;;27;6,6;2011;;
Developing;79,9;89;0;9,72;591,6691405;;5;6,2;2010;;
Developing;79,7;91;0;9,96;579,7384368;;2;59,8;2009;;
Developing;79,6;94;0;10,26;678,88112;;5;59,4;2008;;
Developing;79,3;96;0;10,45;6147,1323;;0;59;2007;;
Developing;79,2;96;0;10,15;524,7775227;;0;58,6;2006;;
Developing;78,9;11;0;9,95;4816,589613;;1;58,1;2005;;
Developing;78,7;12;0;9,89;4508,806185;;0;57,6;2004;;
Developing;78,4;98;0;9,31;3869,026302;;0;57,1;2003;;
Developing;78,1;98;0;9,25;3099,357319;;0;56,6;2002;;
Developing;78;1;0;8,94;2775,33544;;1;56,1;2001;;
Developing;77,5;15;0;8,59;397,7533689;;0;55,5;2000;;
Developing;82,2;79;3;11,5;6739,677606;83;267;62;2014;;
Developing;82;81;3;11,1;6646,953935;74;272;61,6;2013;;
Developing;81,5;83;3;11,5;751,3793553;78;0;61,1;2012;;
Developing;81,7;83;3;11,8;683,9190568;74;14949;6,6;2011;;
Developing;81,3;86;3;11,7;72,8001211;65;5048;6,1;2010;;
Developing;81,1;88;3;11,8;6415,35735;51;1541;59,6;2009;;
Developing;89;88;3;11,9;7002,785925;47;604;59,1;2008;;
Developing;89;89;3;12,2;64,73714894;42;39;58,6;2007;;
Developing;86;92;3;12,4;5689,991931;39;40;58;2006;;
Developing;81;93;3;12,2;5451,701225;35;36;57,5;2005;;
Developing;82;94;3;13,18;5291,234786;35;4448;57;2004;;
Developing;79,3;99;3;13,49;4572,441963;28;0;56,4;2003;;
Developing;79,2;11;3;13,78;3779,655273;29;5185;55,8;2002;;
Developing;79;13;3;13,89;3451,185079;28;0;55,2;2001;;
Developing;78,8;13;3;13,63;3410,284431;26;10000;54,6;2000;;
Developing;65,5;237;2;0,01;715,2816939;7;33;35,8;2014;;
Developing;64,6;255;2;8,86;154,8758879;79;122;35,2;2013;;
Developing;63,5;276;2;8,3;805,3925284;82;2;34,6;2012;;
Developing;62,8;289;2;8,9;133,5223672;75;2;34,1;2011;;
Developing;62,3;294;2;8,85;145,318282;67;1;33,5;2010;;
Developing;61,7;31;2;8,64;52,31086276;79;0;33;2009;;
Developing;61,6;298;2;8,75;11,05422474;82;3;32,4;2008;;
Developing;61,6;291;2;9,02;545,4389573;75;0;31,9;2007;;
Developing;61,4;288;2;8,01;40,53719812;52;90;31,4;2006;;
Developing;65;37;2;7,72;353,2438029;28;0;3,8;2005;;
Developing;59,7;322;2;8,13;443,4750634;;63;3,3;2004;;
Developing;59,7;32;2;6,47;352,232365;;0;29,8;2003;;
Developing;59,7;315;2;8,34;22,69039905;;110;29,2;2002;;
Developing;59,8;37;2;9,29;183,6980778;;5129;28,7;2001;;
Developing;61;296;2;8,87;218,1727473;;15;28,1;2000;;
Developing;68;266;3;0,01;0;96;1;26,7;2014;;
Developing;66;266;3;0,01;0;97;0;26;2013;;
Developing;62;269;3;0,01;0;98;0;25,4;2012;;
Developing;59,8;277;3;3,41;0;96;0;24,8;2011;;
Developing;59,3;284;3;3,48;0;97;2;24,1;2010;;
Developing;59;286;3;2,99;0;97;0;23,5;2009;;
Developing;58,7;287;3;2,79;0;98;0;22,8;2008;;
Developing;58,5;288;3;2,64;0;97;0;22,2;2007;;
Developing;58,2;288;3;2,93;0;95;0;21,5;2006;;
Developing;57,7;294;3;2,26;0;95;0;2,9;2005;;
Developing;57,3;296;3;2,51;0;95;0;2,3;2004;;
Developing;57;297;3;2,47;0;94;119;19,7;2003;;
Developing;56,6;298;3;2,08;0;92;32;19,1;2002;;
Developing;56,3;3;3;2,25;0;91;99;18,5;2001;;
Developing;55,9;33;3;2,18;0;91;336;18;2000;;
Developing;74,5;125;1;6,13;221,482875;91;3188;55,3;2014;;
Developing;74,5;128;1;5,91;180,3787034;96;7872;54,4;2013;;
Developing;74,2;13;1;7,71;158,2576025;92;31;53,6;2012;;
Developing;73,9;127;1;8,14;198,94876;89;64;52,8;2011;;
Developing;73,8;132;1;7,24;194,1732658;95;22;52;2010;;
Developing;73,2;133;1;6,66;18,5314303;54;23;51,3;2009;;
Developing;73,9;128;1;7,17;151,762567;89;56;5,5;2008;;
Developing;74,4;12;1;8,65;106,164686;94;44;49,9;2007;;
Developing;73,9;126;1;6,18;110,1138286;84;334;49,2;2006;;
Developing;73,9;128;1;4,7;9,444875415;79;1356;48,6;2005;;
Developing;72,3;134;1;3,74;7,132564768;64;6847;48,1;2004;;
Developing;72,7;132;1;3,36;70,54185252;48;216;47,5;2003;;
Developing;71,7;142;2;2,72;60,55818291;51;199;47;2002;;
Developing;73;121;2;2,76;57,10318825;61;35;46,5;2001;;
Developing;71,8;129;2;3,28;47,81704183;55;50;46;2000;;
Developed;89;69;2;11,03;941,7562909;88;443;61,9;2014;;
Developed;86;71;2;10,94;895,8779503;88;1771;61,4;2013;;
Developed;86;71;2;11,18;839,91332;88;166;6,9;2012;;
Developed;85;74;2;11,2;869,790735;88;1607;6,4;2011;;
Developed;81;76;2;11,2;7584,078579;88;780;59,9;2010;;
Developed;80;79;2;11,22;7641,270645;88;574;59,5;2009;;
Developed;79,9;8;2;11,36;8285,264655;87;917;59;2008;;
Developed;79,8;82;3;11,5;7777,556353;86;567;58,5;2007;;
Developed;79,6;84;3;11,76;6407,535954;87;2307;58;2006;;
Developed;79,2;85;3;11,67;6012,92584;9;778;57,6;2005;;
Developed;79,1;86;3;11,83;5842,374765;88;121;57,1;2004;;
Developed;78,5;9;3;11,92;582,6157028;9;779;56,6;2003;;
Developed;78,4;91;3;12,25;437,1059663;87;4657;56,1;2002;;
Developed;78,3;92;3;12,46;4057,637383;86;6024;55,6;2001;;
Developed;78;95;3;12,91;4238,540035;84;0;55,1;2000;;
Developing;62,1;253;37;0,01;97,67794571;98;124;28;2014;;
Developing;61,9;254;38;0,01;28,66897829;9;319;27,3;2013;;
Developing;61,6;257;39;0,01;151,899429;92;1613;26,7;2012;;
Developing;61,2;263;40;1,64;225,2219474;91;120;26,1;2011;;
Developing;69;267;40;1,69;195,9824626;94;641;25,5;2010;;
Developing;66;271;41;1,76;30,72290501;94;101;24,9;2009;;
Developing;63;275;41;1,78;161,0106435;93;82;24,2;2008;;
Developing;59,9;28;41;1,25;3,181373629;94;6;23,6;2007;;
Developing;59,4;288;41;1,7;129,0263364;84;420;23;2006;;
Developing;58,9;296;41;1,5;78,71123825;84;435;22,4;2005;;
Developing;58,3;34;41;1,46;53,23775977;8;60;21,8;2004;;
Developing;57,9;38;41;1,53;31,09435342;8;1939;21,2;2003;;
Developing;57,6;31;42;1,6;3,336437969;8;12289;2,7;2002;;
Developing;57,4;39;42;1,49;25,55981288;;13476;2,1;2001;;
Developing;57,2;38;43;1,6;20,65432873;;23068;19,5;2000;;
Developing;88;73;0;7,53;2163,043414;96;1;66;2014;;
Developing;86;74;0;7,46;2183,106986;98;3;65,4;2013;;
Developing;84;76;0;8,2;2528,992935;98;3;64,9;2012;;
Developing;85;76;0;8,02;3192,887363;95;40;64,3;2011;;
Developing;83;76;0;9;3189,754439;95;149;63,7;2010;;
Developing;80;78;0;9,08;372,6854142;95;2;63,1;2009;;
Developing;79,9;77;0;9,51;3682,88717;95;1;62,4;2008;;
Developing;79,4;8;0;9,67;3632,243121;95;2;61,8;2007;;
Developing;79,7;77;0;9,42;318,5806628;94;0;61,2;2006;;
Developing;79,3;81;0;9,95;2785,139364;93;122;6,5;2005;;
Developing;79,2;81;0;9,56;287,6124519;92;1;59,9;2004;;
Developing;79,1;81;0;9,46;2124,921517;92;0;59,2;2003;;
Developing;79;81;1;8,09;160,8897265;91;5;58,6;2002;;
Developing;78,7;83;1;8,62;1403,022211;9;12;58;2001;;
Developing;78,2;84;1;8,48;122,1823517;89;56;57,4;2000;;
Developing;73,5;143;0;8,42;789,2764615;97;0;47,4;2014;;
Developing;73,3;144;0;8,25;780,4459281;97;0;46,5;2013;;
Developing;73,1;146;0;8,07;865,9999782;97;0;45,6;2012;;
Developing;72,9;15;0;7,84;11,56715633;94;0;44,7;2011;;
Developing;72,6;154;0;7,91;145,8401998;97;0;43,9;2010;;
Developing;72,4;158;0;8,42;146,4384488;99;0;43,1;2009;;
Developing;72,1;162;0;8,92;754,9597129;99;0;42,4;2008;;
Developing;71,9;164;0;9,06;95,19375921;96;0;41,8;2007;;
Developing;71,7;167;0;9,06;662,2663687;91;0;41,1;2006;;
Developing;71,5;169;0;8,8;119,5548694;99;0;4,5;2005;;
Developing;73;187;0;8,43;100,965873;83;0;39,9;2004;;
Developing;71,1;173;0;9,75;77,9454329;97;0;39,4;2003;;
Developing;79;176;0;10,71;513,3465408;98;0;38,8;2002;;
Developing;77;178;0;9,61;81,11355954;96;0;38,2;2001;;
Developing;74;182;0;9,4;676,5453878;;0;37,7;2000;;
Developing;71,7;187;10;1,88;657,5282797;73;0;49,9;2014;;
Developing;71,4;189;11;1,93;582,1469583;85;0;49,3;2013;;
Developing;71,3;189;11;2,02;484,7187892;96;0;48,6;2012;;
Developing;71,1;193;11;2,16;457,7745845;88;0;47,9;2011;;
Developing;77;196;12;2,14;443,3248254;94;0;47,2;2010;;
Developing;76;198;12;2,14;445,4423371;92;0;46,5;2009;;
Developing;79;19;13;2,21;472,2234994;95;0;45,9;2008;;
Developing;75;192;13;2,4;380,9632429;85;0;45,2;2007;;
Developing;69,7;24;14;2,38;352,0244894;89;0;44,5;2006;;
Developing;69,2;28;14;2,35;41,50845637;87;0;43,8;2005;;
Developing;69,6;21;15;2,4;288,4016258;;0;43,1;2004;;
Developing;69,4;24;15;2,45;249,3262948;;0;42,4;2003;;
Developing;69,3;21;16;2,41;25,25040918;;0;41,7;2002;;
Developing;68,4;211;16;2,53;225,0619956;;0;41,1;2001;;
Developing;67,7;221;17;2,63;238,7369808;;0;4,4;2000;;
Developing;58,1;299;27;0,01;50,57976483;51;175;22,7;2014;;
Developing;58,8;284;27;0,01;5,140668848;63;53;22,2;2013;;
Developing;58,4;288;28;0,01;4,344930862;62;6;21,7;2012;;
Developing;58,1;29;28;0,22;42,2547904;63;11;21,2;2011;;
Developing;57,8;291;29;0,2;29,74734049;64;45;2,8;2010;;
Developing;57,3;297;29;0,18;24,84763562;57;264;2,3;2009;;
Developing;56,8;33;30;0,21;19,68510257;57;89;19,8;2008;;
Developing;56,4;36;31;0,19;1,399626733;57;3;19,4;2007;;
Developing;55,6;317;31;0,16;10,3839337;;4;19;2006;;
Developing;54,7;327;32;0,21;1,099665984;;99;18,5;2005;;
Developing;54;334;33;0,34;18,93011259;;10;18,1;2004;;
Developing;53,3;338;34;0,18;2,39524067;;2497;17,7;2003;;
Developing;52,9;337;35;0,21;21,3378184;;2151;17,3;2002;;
Developing;52,5;336;36;0,17;19,89790929;;7408;16,9;2001;;
Developing;52,5;328;37;0,17;2,215986136;;11294;16,6;2000;;
Developing;58,4;282;4;0,01;50,06053544;87;1;25,6;2014;;
Developing;58,1;279;4;0,01;8,20063742;87;0;25;2013;;
Developing;57,6;285;4;0,01;0,948526366;87;0;24,3;2012;;
Developing;57,1;289;4;3,57;40,45367358;86;0;23,7;2011;;
Developing;56,7;287;4;3,21;53,30782696;83;26;23,1;2010;;
Developing;56,3;288;4;2,55;47,12969266;8;0;22,5;2009;;
Developing;55,6;297;5;2,64;28,30191127;;12;21,9;2008;;
Developing;55;32;5;2,98;31,06932595;;1;21,3;2007;;
Developing;54,4;36;5;3,22;21,53374936;;0;2,7;2006;;
Developing;53,9;37;5;3,1;22,09757984;;0;2,1;2005;;
Developing;53,5;38;5;2,58;13,52999556;;3526;19,6;2004;;
Developing;53;38;5;2,16;2,527115422;;1158;19;2003;;
Developing;52,8;35;5;2,47;24,65761755;;298;18,5;2002;;
Developing;52,5;32;5;2,55;0,868708478;;126;17,9;2001;;
Developing;52,1;3;5;2,84;6,699418747;;0;17,4;2000;;
Developing;66;217;0;7,64;4,141293345;98;0;45,9;2014;;
Developing;65,9;218;0;7,56;345,9044258;98;0;45;2013;;
Developing;65,8;22;0;7,57;497,4719464;97;0;44,1;2012;;
Developing;65,6;229;0;7,56;536,2332523;93;0;43,2;2011;;
Developing;65,9;221;0;7,52;48,02859441;95;0;42,4;2010;;
Developing;66,1;218;0;7,49;466,6693698;98;0;41,6;2009;;
Developing;66,3;218;1;7,32;493,3279293;93;0;4,9;2008;;
Developing;65,7;232;1;7,2;362,8702271;94;0;4,3;2007;;
Developing;65,2;24;1;7,04;170,6325842;93;0;39,6;2006;;
Developing;65;238;1;7,35;17,46405901;93;0;39;2005;;
Developing;65,1;237;1;7,84;1,776181042;91;0;38,4;2004;;
Developing;65,3;237;1;7,93;16,47949015;9;0;37,8;2003;;
Developing;65,3;244;1;7,73;10,9363388;91;0;37,1;2002;;
Developing;65,4;247;1;6,71;15,54978677;85;0;36,4;2001;;
Developing;65,4;246;1;6,63;16,75480888;;0;35,7;2000;;
Developing;63,1;245;14;0,01;5,103249438;48;0;48,8;2014;;
Developing;62,7;253;14;5,68;4,989712322;68;0;47,7;2013;;
Developing;62,3;259;15;5,68;26,37942542;;0;46,5;2012;;
Developing;62,3;259;15;5,68;4,106484317;;0;45,3;2011;;
Developing;36,3;682;23;5,76;36,2929176;;0;44,2;2010;;
Developing;62,5;251;16;5,85;41,30079452;;0;43;2009;;
Developing;62,1;259;16;5,95;63,83195683;;0;41,8;2008;;
Developing;61,8;266;17;6,08;56,77858733;;0;4,7;2007;;
Developing;61,1;28;17;6,18;6,995556386;;0;39,6;2006;;
Developing;65;29;17;5,57;38,10904264;;0;38,5;2005;;
Developing;58,7;32;18;6,1;64,39853344;;0;37,5;2004;;
Developing;59,7;3;18;6,64;44,25687135;;0;36,5;2003;;
Developing;59,3;33;19;6,1;50,28558223;;0;35,6;2002;;
Developing;58,9;35;19;6,22;60,77815868;;159;34,8;2001;;
Developing;58,6;35;20;4,79;74,46033036;;992;34;2000;;
Developing;74,5;149;3;2,87;345,3776344;97;0;5,2;2014;;
Developing;74,3;15;4;3,11;311,7553193;97;0;49,3;2013;;
Developing;74,1;151;4;3,11;363,5721644;97;0;48,4;2012;;
Developing;73,9;153;4;3,1;32,16407994;97;0;47,6;2011;;
Developing;73,6;156;4;3,1;302,1057507;97;0;46,8;2010;;
Developing;73,4;157;4;3,08;286,1211446;97;0;45,9;2009;;
Developing;73,2;159;4;3,14;231,9112915;92;0;45,1;2008;;
Developing;73;16;5;3,16;222,4823338;93;0;44,3;2007;;
Developing;72,8;161;5;3,23;192,9297829;94;0;43,5;2006;;
Developing;72,5;163;5;3,23;203,7134882;97;0;42,8;2005;;
Developing;72,2;165;5;3,02;188,2499208;93;0;42;2004;;
Developing;71,9;166;6;3,04;194,4335736;91;0;41,2;2003;;
Developing;71,6;169;6;3,09;154,8636161;94;0;4,4;2002;;
Developing;71,3;171;6;2,74;15,36175284;95;0;39,6;2001;;
Developing;71;174;6;2,61;28,80831098;93;0;38,8;2000;;
Developed;75,6;137;0;0,01;160,9449342;;0;64,2;2014;;
Developed;75,5;139;0;10,88;155,1952076;;1;63,6;2013;;
Developed;75;146;0;11,27;164,2793407;;2;63;2012;;
Developed;74,8;15;0;11,51;17,82121883;;5;62,4;2011;;
Developed;74,5;156;0;10,78;19,22023996;;0;61,7;2010;;
Developed;74,2;162;0;11,46;1281,155944;;1;61,1;2009;;
Developed;74,1;165;1;11,64;181,7634078;;0;6,5;2008;;
Developed;73,5;176;1;12,55;163,3433278;;0;59,9;2007;;
Developed;73,4;177;1;13,16;1299,459306;;1;59,3;2006;;
Developed;72,9;182;1;12,94;1317,08348;;2;58,8;2005;;
Developed;72,9;18;1;13,28;146,8608016;;0;58,2;2004;;
Developed;72,5;184;1;13,24;1030,220271;;0;57,6;2003;;
Developed;72,5;184;1;13,29;8,98619805;;0;57,1;2002;;
Developed;72,3;185;1;13,18;7,601092416;;20;56,6;2001;;
Developed;71,7;193;1;12,22;75,36251406;;1;56,1;2000;;
Developed;82,5;49;0;7,45;8254,020763;;0;6,6;2014;;
Developed;82,4;5;0;7,31;764,5440691;;0;6,2;2013;;
Developed;82,5;5;0;7,81;6818,546407;;0;59,7;2012;;
Developed;82,1;51;0;8,13;7,0480925;;0;59,3;2011;;
Developed;81,8;53;0;8,25;6005,575763;;0;58,9;2010;;
Developed;81,6;55;0;10,22;687,5776358;;0;58,5;2009;;
Developed;81,4;58;0;8,49;7613,814999;;0;58,1;2008;;
Developed;81,3;59;0;7,53;12042,97366;;0;57,8;2007;;
Developed;81,1;61;0;7,2;1003,139804;;0;57,4;2006;;
Developed;81;62;0;7,05;10631,20379;;0;56,9;2005;;
Developed;88;65;0;6,79;8506,101443;;0;56,5;2004;;
Developed;87;65;0;6,61;725,4853161;;0;55,9;2003;;
Developed;84;7;0;6,61;5948,096777;;0;55,4;2002;;
Developed;80;72;0;6,37;5048,274426;;0;54,8;2001;;
Developed;79,7;74;0;6,17;5809,12199;;0;54,2;2000;;
Developing;68;184;957;3,07;86,52153895;79;79563;18,1;2014;;
Developing;67,6;187;1000;3,11;67,67230438;7;13822;17,5;2013;;
Developing;67,3;19;1100;3,1;64,96964491;73;18668;17;2012;;
Developing;66,8;193;1100;3;64,6059005;44;33634;16,4;2011;;
Developing;66,4;196;1200;2,77;57,73359864;38;31458;15,9;2010;;
Developing;66;2;1300;2,5;0,844186331;37;56188;15,4;2009;;
Developing;65,5;23;1300;1,93;43,03043312;29;44258;14,9;2008;;
Developing;65,2;26;1400;1,59;5,234770324;6;41144;14,4;2007;;
Developing;64,8;28;1500;1,37;34,85942671;6;64185;13,9;2006;;
Developing;64,4;211;1500;1,27;3,5096369;8;36711;13,5;2005;;
Developing;64;214;1600;1,2;27,33800857;6;55443;13;2004;;
Developing;63,7;216;1700;1,19;19,4808682;;47147;12,6;2003;;
Developing;63,3;219;1700;1,1;17,81205644;;40044;12,2;2002;;
Developing;62,9;222;1800;1;19,00340606;;51780;11,8;2001;;
Developing;62,5;224;1800;0,93;19,26615743;;38835;11,4;2000;;
Developing;68,9;179;119;0,09;200,0684443;78;12943;26,5;2014;;
Developing;68,7;181;124;0,09;22,8478308;85;8419;25,6;2013;;
Developing;68,5;183;129;0,08;254,4688257;83;15489;24,7;2012;;
Developing;68,3;185;134;0,08;211,8783404;81;21893;23,8;2011;;
Developing;68,1;187;138;0,08;190,5453646;83;18869;22,9;2010;;
Developing;67,9;189;143;0,08;125,7980678;82;20818;22,1;2009;;
Developing;67,7;189;149;0,07;10,26341108;82;15369;21,3;2008;;
Developing;67,5;19;154;0,06;102,633435;76;19456;2,5;2007;;
Developing;67,3;191;159;0,06;72,0159316;66;20422;19,7;2006;;
Developing;67,2;19;163;0,06;5,381782562;65;15853;19;2005;;
Developing;65,3;213;174;0,06;55,36107207;64;29171;18,2;2004;;
Developing;66,9;189;173;0,05;8,460155758;64;24457;17,5;2003;;
Developing;66,7;189;177;0,05;43,17867291;63;14492;16,7;2002;;
Developing;66,5;188;182;0,06;33,95837125;62;3825;16;2001;;
Developing;66,3;188;187;0,06;3,43334364;65;3344;15,4;2000;;
Developing;75,4;83;19;0,01;0;99;99;58,5;2014;;
Developing;75,3;83;20;0,01;0;99;189;57,2;2013;;
Developing;75,1;85;21;0,01;0;98;332;56;2012;;
Developing;74,7;93;22;0,03;0;99;73;54,8;2011;;
Developing;74,1;16;22;0,03;0;99;538;53,6;2010;;
Developing;73,3;122;23;0,03;0;99;262;52,5;2009;;
Developing;72,7;135;24;0,02;0;99;127;51,4;2008;;
Developing;72,4;138;25;0,02;0;97;133;5,4;2007;;
Developing;72,2;139;26;0,02;0;98;220;49,4;2006;;
Developing;72;139;27;0,01;0;94;7;48,5;2005;;
Developing;71,8;139;28;0,01;0;95;3;47,6;2004;;
Developing;75;154;29;0,01;0;98;11644;46,9;2003;;
Developing;71,2;142;31;0,01;0;99;9554;46,2;2002;;
Developing;78;146;33;0,01;0;94;9582;45,5;2001;;
Developing;73;15;35;0,01;0;99;11874;44,9;2000;;
Developing;67,9;199;32;0,01;43,5240801;62;1317;58,5;2014;;
Developing;69,5;17;32;0,01;447,3695001;66;669;57,8;2013;;
Developing;76;147;32;0,01;429,6625083;61;15;57,2;2012;;
Developing;77;144;32;0,17;285,119726;77;15;56,5;2011;;
Developing;76;145;32;0,19;21,82252494;72;492;55,8;2010;;
Developing;74;148;32;0,2;185,6366983;75;30328;55,2;2009;;
Developing;69,3;167;32;0,17;192,1562998;66;5494;54,5;2008;;
Developing;65,9;227;31;0,14;146,7606488;56;230;53,8;2007;;
Developing;64,7;249;31;0,03;75,25799773;59;474;53,2;2006;;
Developing;66,8;29;31;0,18;59,18845152;65;908;52,5;2005;;
Developing;67,2;21;30;0,32;44,12059646;62;9081;51,9;2004;;
Developing;66,5;213;30;0,07;0;63;0;51,3;2003;;
Developing;74;14;30;0,15;0;65;0;5,6;2002;;
Developing;72;142;30;0,17;0;66;4088;5,1;2001;;
Developing;70;144;30;0,2;0;67;726;49,5;2000;;
Developed;81,2;66;0;10,75;746,3670453;95;33;62,1;2014;;
Developed;81;67;0;10,49;703,5527332;95;51;61,3;2013;;
Developed;85;69;0;11,49;6616,695125;95;107;6,5;2012;;
Developed;84;7;0;11,72;6386,95437;95;285;59,7;2011;;
Developed;86;68;0;11,88;4509,234803;46;443;58,9;2010;;
Developed;79,7;77;0;11,41;7620,823456;;164;58,2;2009;;
Developed;79,8;75;0;12,66;9528,230574;;57;57,4;2008;;
Developed;79,5;75;0;13,59;9797,552661;;64;56,6;2007;;
Developed;79;78;0;13,44;9126,931178;;87;55,8;2006;;
Developed;78,7;78;0;13,31;973,681333;;95;55,1;2005;;
Developed;78,3;82;0;13,32;8040,220444;;334;54,4;2004;;
Developed;78;82;0;13,24;675,2134725;;584;53,6;2003;;
Developed;77,4;88;0;14,17;5092,383814;;243;52,9;2002;;
Developed;77;89;0;14,27;4264,579203;;241;52,2;2001;;
Developed;76,4;94;0;14,07;3794,581463;;0;51,5;2000;;
Developing;82,2;6;1;2,62;4348,33531;97;6;64,6;2014;;
Developing;82,1;61;1;2,69;4279,895512;97;50;64,2;2013;;
Developing;81,8;6;1;2,78;3830,184587;97;211;63,8;2012;;
Developing;81,8;61;1;2,67;3793,161624;98;70;63,4;2011;;
Developing;81,7;61;1;2,63;409,4109292;97;23;63;2010;;
Developing;81,5;63;1;2,55;508,6645438;98;5;62,6;2009;;
Developing;81;65;1;2,47;471,5533294;99;931;62,1;2008;;
Developing;84;68;1;2,33;4,3451016;99;539;61,6;2007;;
Developing;84;68;1;2,23;33,58620657;96;9;61,1;2006;;
Developing;80;71;1;2,41;250,9343317;96;2;6,6;2005;;
Developing;81;69;1;2,23;1895,342792;99;116;6,1;2004;;
Developing;79,7;71;1;2,32;1731,755747;98;124;59,6;2003;;
Developing;79,3;74;1;2,47;1701,195787;98;2;59,2;2002;;
Developing;79,3;74;1;2,53;22,27332618;96;19;58,7;2001;;
Developing;78,9;76;1;2,53;199,9341033;98;36;58,3;2000;;
Developed;82,5;57;2;7,56;4831,644796;95;0;63,1;2014;;
Developed;82,3;58;2;7,35;483,1916844;96;0;62,6;2013;;
Developed;82;6;2;7,49;4793,904924;96;376;62,1;2012;;
Developed;82;6;2;6,98;5439,691769;96;5189;61,5;2011;;
Developed;81,8;6;2;6,95;5219,668802;96;372;61;2010;;
Developed;81,6;61;2;7,25;5243,316638;96;351;6,5;2009;;
Developed;81,5;61;2;7,96;66,37840495;96;1617;59,9;2008;;
Developed;81,3;63;2;8,37;5228,821581;97;321;59,4;2007;;
Developed;81,2;65;2;8,44;473,1915451;96;439;58,8;2006;;
Developed;88;66;2;8,65;4506,255963;96;135;58,2;2005;;
Developed;89;66;2;8,98;4270,914882;96;599;57,6;2004;;
Developed;79,9;72;2;9,3;3519,258515;95;10982;57;2003;;
Developed;80;72;2;9,25;2883,334911;95;9385;56,4;2002;;
Developed;79,8;75;2;9,69;3,1222302;95;0;55,7;2001;;
Developed;79,4;77;3;9,78;31,50582204;94;1457;55;2000;;
Developing;75,8;133;1;3,83;427,3054534;92;0;53,5;2014;;
Developing;75,6;136;1;3,79;5,457289334;93;0;52,7;2013;;
Developing;75,3;138;1;3,65;37,17108782;96;0;52;2012;;
Developing;75,2;139;1;3,58;33,17529686;92;1;51,2;2011;;
Developing;75;138;1;3,55;396,6270975;94;0;5,5;2010;;
Developing;74,7;142;1;3,33;235,7067417;9;0;49,7;2009;;
Developing;74,5;145;1;3,51;31,76575838;92;2;48,9;2008;;
Developing;74,2;148;1;3,64;25,62349238;92;0;48,1;2007;;
